"","logFC","logCPM","F","PValue","FDR"
"ENSG00000259394",0.225514135756531,0.320234737436227,2.583418118277,0.108889603438627,0.333995961201471
"ENSG00000230204",0.484150954831082,3.77216079601681,2.5827206065828,0.108927946438487,0.334068968292325
"ENSG00000198879",0.322948196026164,5.56237262184396,2.5821861321412,0.108964476961866,0.33413639798744
"ENSG00000249193",0.263861986663174,-0.942513053685369,2.58039010275543,0.109020975792611,0.334207093536385
"ENSG00000167977",-0.195122479753488,4.81742552704894,2.58131703757812,0.109023930309444,0.334207093536385
"ENSG00000104368",-0.72729120907125,-1.74622917961879,2.57764251975224,0.109039982843321,0.334207093536385
"ENSG00000214029",-0.255540988224442,1.76041294534856,2.58093825609355,0.109051653050093,0.334207093536385
"ENSG00000163608",0.133296025217567,5.27441854296205,2.58059858196352,0.109072951416107,0.334207093536385
"ENSG00000230291",0.270887795228112,2.62938342727087,2.580574479805,0.10907481445703,0.334207093536385
"ENSG00000122497",-0.231348593554681,5.27470751965859,2.57999600094844,0.10911416862864,0.334283092422239
"ENSG00000232788",0.274158630057148,-0.0629955929889657,2.57923557203222,0.109168743709794,0.334379590054317
"ENSG00000247373",-0.269602254845699,0.0192775215359861,2.57917635758677,0.109174776051077,0.334379590054317
"ENSG00000136783",-0.170507553902775,5.15518746131059,2.57870171439276,0.109202739156606,0.33442065174405
"ENSG00000169105",-0.225926805637756,4.17355273717692,2.57799834639513,0.109251029688024,0.334523944562531
"ENSG00000226081",0.220225796631944,-1.08197060569047,2.57596614558768,0.109300665682341,0.334631329075973
"ENSG00000014164",-0.184950003126892,5.56328166298142,2.5765312875259,0.109351412875328,0.334742086528684
"ENSG00000131966",-0.0810792229707142,4.92351069569475,2.57559968699702,0.109415338550862,0.334756979371413
"ENSG00000236152",-0.182946794304489,1.64136836257079,2.57539830195453,0.109431605194667,0.334756979371413
"ENSG00000147400",0.163487978039795,4.32315309118038,2.57516866078236,0.109445003664398,0.334756979371413
"ENSG00000145780",0.306944040338794,6.28193729098168,2.57504934288497,0.10945304336343,0.334756979371413
"ENSG00000152439",0.205220467797464,2.75794059766582,2.57491685760877,0.109461868066943,0.334756979371413
"ENSG00000100852",0.436944579843432,5.30395299681534,2.57487077732409,0.109465304773583,0.334756979371413
"ENSG00000261428",0.24446018182169,1.32558006899712,2.57470451941371,0.109481521616359,0.334756979371413
"ENSG00000135116",0.531936365706902,-2.19891987645035,2.56922444754622,0.109482948505589,0.334756979371413
"ENSG00000167641",0.625284785783394,0.604579172732406,2.57462592585734,0.109491524400492,0.334756979371413
"ENSG00000107862",-0.10018883660066,6.41982818267369,2.57433625666438,0.109501989204151,0.334756979371413
"ENSG00000160781",0.311065189363231,3.46929045880866,2.57366779557088,0.109547623218827,0.334851928662765
"ENSG00000272668",-0.523238291315755,-0.957622305996284,2.57183460597569,0.109597494191372,0.334866942700406
"ENSG00000254484",0.40850084363564,-1.47043100360847,2.57031055356074,0.109600725750034,0.334866942700406
"ENSG00000086062",0.25851203809399,7.40298673703634,2.5728162703884,0.10960638545335,0.334866942700406
"ENSG00000075303",-0.242497555712083,5.1093921226707,2.57275259211307,0.109610838735399,0.334866942700406
"ENSG00000271975",-0.243224526408176,3.37572239518938,2.57201357619046,0.109661545808231,0.334953581198093
"ENSG00000259612",0.257921721719848,1.8581939809354,2.57193758543491,0.109668357176463,0.334953581198093
"ENSG00000231466",0.182955828498789,1.05567809878239,2.57088985024885,0.109745899534268,0.335117546961467
"ENSG00000156194",-0.450966397277736,-1.84011070545021,2.56662484526258,0.109760357197881,0.335117546961467
"ENSG00000256913",0.291642822336554,0.218513195083381,2.57062255430229,0.109765802249719,0.335117546961467
"ENSG00000186818",-0.749967465185221,5.68021600931785,2.57016925941172,0.109788535203816,0.335142414001124
"ENSG00000115947",-0.130433383115274,4.50385884781523,2.56969830241276,0.109821093838047,0.335197264492533
"ENSG00000100360",-0.206389469066823,4.03119083527595,2.56916104024148,0.109858040823694,0.335249062361152
"ENSG00000165804",0.285670082222757,4.76401074146072,2.56902738424968,0.109867249521943,0.335249062361152
"ENSG00000095002",-0.267224647148045,5.11022494199091,2.56859133752382,0.109897265629037,0.33529611959648
"ENSG00000196453",0.149943766393121,4.43806619449545,2.56754953234843,0.10996919215226,0.335440696946614
"ENSG00000108819",-0.186755689354688,7.76941451921883,2.56747973514896,0.109973854331066,0.335440696946614
"ENSG00000187735",0.123773367458729,5.48153169274939,2.56693032462218,0.110011805967343,0.335511911628001
"ENSG00000223361",0.35041160205192,5.2770322784268,2.56613842040729,0.11006647112987,0.335634073233027
"ENSG00000173511",0.170141689774397,3.97473439275252,2.56544143708335,0.110114644539038,0.335736409242183
"ENSG00000189045",0.302992607435104,-0.664596770224899,2.56466795693161,0.110132819505349,0.335747265832786
"ENSG00000260876",-0.655792345381684,-2.06544149625683,2.55938183220527,0.110209226169905,0.335935619215523
"ENSG00000070785",-0.209974122786807,3.32815815462955,2.56335199993061,0.110259109301234,0.336008052874238
"ENSG00000273284",0.275676236950659,0.311474486061731,2.56334184521639,0.110268980623862,0.336008052874238
"ENSG00000261071",0.204931505840196,-0.183620273382077,2.56306438712707,0.110276865964645,0.336008052874238
"ENSG00000136802",0.221617861584045,5.79616394389556,2.56278599672484,0.110298239406189,0.336028610544728
"ENSG00000176160",0.371182991926888,0.968387668236865,2.5620590773997,0.11035723132705,0.336142328802013
"ENSG00000204429",-0.497355193422505,-2.66729932509749,2.55476280155748,0.110376580568412,0.336142328802013
"ENSG00000238975",0.328725349913072,1.29514394255405,2.56168772115547,0.110379460628641,0.336142328802013
"ENSG00000104129",-0.140597280611766,3.27085332315852,2.56124702999553,0.1104047570907,0.336174803101622
"ENSG00000182379",0.58013585243952,-2.04123473887066,2.55633162206294,0.110432594555477,0.336186252738641
"ENSG00000122034",0.154995707892641,7.35600450587057,2.56068033073299,0.110444043828634,0.336186252738641
"ENSG00000266365",0.273264782255945,-1.98799976640769,2.55624201010039,0.110453322129504,0.336186252738641
"ENSG00000227379",0.29845693802284,-2.17796569903845,2.55520697346253,0.110467050662662,0.336186252738641
"ENSG00000255966",-0.300066719641548,-2.00524049753915,2.55545302265907,0.110507854292278,0.336232506243211
"ENSG00000179988",0.22739387490701,2.39222241855394,2.55971181728683,0.110511519745908,0.336232506243211
"ENSG00000235128",0.474043176346381,0.477412305846013,2.55925466296443,0.110552574279859,0.336312876258671
"ENSG00000116819",-0.231788722773347,2.3539249757263,2.55860250767635,0.110588453311107,0.336344277866929
"ENSG00000197619",0.190336026197663,3.15545329219149,2.55854049079631,0.110592177026499,0.336344277866929
"ENSG00000198265",-0.12929921791126,7.31466601584278,2.55818847019455,0.110616913013326,0.33635459433142
"ENSG00000169429",0.661507415858813,9.8658778369774,2.55807386976724,0.110624850473066,0.33635459433142
"ENSG00000156171",-0.150750612045392,5.79078015256068,2.55731139621337,0.11067786483048,0.33642085569148
"ENSG00000141452",0.156642759605483,5.42064425754161,2.55710129986408,0.110692457783989,0.33642085569148
"ENSG00000204356",0.0968815990258148,5.83030361038022,2.55701353871297,0.110698560294467,0.33642085569148
"ENSG00000118689",0.224669582082721,6.5324974294973,2.55691754321325,0.110705217595002,0.33642085569148
"ENSG00000247516",-0.575246921408382,0.0112088417260468,2.55668908571333,0.110724279816272,0.336434281774769
"ENSG00000141179",-0.205125867926979,4.84399654877409,2.55621120367107,0.110754410573708,0.336481331462625
"ENSG00000197982",0.162055259182686,3.29210065725876,2.55552940033293,0.110801601108079,0.336574086759282
"ENSG00000271938",0.500487886373302,-0.30170888946491,2.55504046224286,0.110826026282273,0.336574086759282
"ENSG00000110660",0.358062877785579,4.3687157289994,2.55514121531705,0.110828892066422,0.336574086759282
"ENSG00000166825",0.399677854068458,8.2676379598488,2.55387966841307,0.110916519896556,0.336795681747751
"ENSG00000128311",-0.298746717404399,3.33010434663872,2.55283230861807,0.110989625807908,0.336931162803648
"ENSG00000150337",-0.476327792561502,4.34860961701762,2.55279832586579,0.110992118612604,0.336931162803648
"ENSG00000065621",-0.382940831396301,0.248048981790536,2.55272246427148,0.111005134990024,0.336931162803648
"ENSG00000228382",0.359572580098972,-1.08628493972942,2.54957856214495,0.111124170573233,0.337247912120139
"ENSG00000255163",-0.558011270551075,-0.409232131234806,2.55025341586258,0.111149501240519,0.337280232664071
"ENSG00000182149",0.191818185063106,7.1456548591299,2.54956029186931,0.111217797345511,0.337417545550676
"ENSG00000267459",-0.342592402003039,-2.47599402014391,2.54343931168549,0.111224126075358,0.337417545550676
"ENSG00000203819",-0.359937032408866,1.25056326467401,2.54795124042605,0.111335261307077,0.337609459490951
"ENSG00000099840",-0.251673949487018,1.94581016135447,2.5478508212855,0.111338481233895,0.337609459490951
"ENSG00000165917",0.492184118358445,-0.53845344503859,2.54710352338282,0.111345195041421,0.337609459490951
"ENSG00000236216",-0.20682180890336,-1.39108102159076,2.54565462277065,0.111346168475796,0.337609459490951
"ENSG00000103275",0.0774754349791906,7.12621820970182,2.54749807272949,0.111361944377565,0.337612735567455
"ENSG00000273015",0.186830214901309,5.33011389602596,2.54709941765413,0.111389864133334,0.337652822087242
"ENSG00000132259",-0.326763202155123,-0.770654484507555,2.54559844165813,0.11144914332929,0.337787944438932
"ENSG00000165124",-0.698318983251658,-1.85238859624177,2.54153204414889,0.111480178082876,0.337837437181902
"ENSG00000248121",-0.182080613530185,0.0439824777607726,2.54508891457114,0.111535310788755,0.337959935381279
"ENSG00000128609",0.135117105492511,5.17841284778243,2.54367998516417,0.111629410340672,0.338200458020125
"ENSG00000166819",-0.377767379911375,-1.52402040985586,2.5407138472737,0.111664071261942,0.338260861441438
"ENSG00000228451",-0.258700961651974,1.64822128025887,2.54183936997689,0.111761018206006,0.338469374653438
"ENSG00000185955",0.296023515703233,-0.572286968385964,2.54100349199525,0.1117874528352,0.338469374653438
"ENSG00000104611",0.568169107270424,0.565061728753521,2.54137599488026,0.111799956696704,0.338469374653438
"ENSG00000244073",0.272688625294522,1.96068314584405,2.54120356586895,0.111804652340126,0.338469374653438
"ENSG00000256361",0.357074686871332,-0.403585772357434,2.54094601416833,0.111806567608816,0.338469374653438
"ENSG00000223509",-0.233669898012867,4.03059322941733,2.54042165119158,0.111858270184423,0.338581277894195
"ENSG00000155592",0.213079759209926,3.59975465905882,2.53927585205191,0.111938648084102,0.338779936910047
"ENSG00000110917",-0.238583230773736,7.46077895738835,2.53879126809315,0.111972822294141,0.33883872752708
"ENSG00000118137",0.348390188136771,-1.0345659366106,2.53683570123564,0.112016446137966,0.338926094241226
"ENSG00000102871",-0.219929551115956,3.82376766467113,2.5374384843418,0.112068124041278,0.338970030084588
"ENSG00000251548",-0.377630869166083,-0.914016115533596,2.53632867038315,0.112080300755995,0.338970030084588
"ENSG00000243431",0.23056610253759,4.20557976065544,2.53719492253277,0.112085343517904,0.338970030084588
"ENSG00000197149",0.293175721248981,1.06752334885857,2.53716332584118,0.112094126071276,0.338970030084588
"ENSG00000172007",0.191219316981948,4.70726962005769,2.53691952932567,0.112104739644063,0.338970030084588
"ENSG00000126953",-0.188035800070932,2.79088400025816,2.53630094251739,0.112148225742649,0.339056894092855
"ENSG00000256799",0.20633066910671,-0.844283228982445,2.5339661151107,0.112259026535899,0.339318958830727
"ENSG00000138071",-0.174511164099382,9.24334863319394,2.53465311796724,0.112264447030224,0.339318958830727
"ENSG00000168906",-0.203547115498149,8.24613547259103,2.53323724008756,0.112364427096322,0.339532121558286
"ENSG00000146453",-0.617358860283708,-0.867601199213397,2.53197392592891,0.112390363403224,0.339532121558286
"ENSG00000115935",-0.180026414858946,8.07870755475052,2.53283382364491,0.112392934204053,0.339532121558286
"ENSG00000188396",0.327620892362048,-1.24669801506671,2.53092355624748,0.112403006877677,0.339532121558286
"ENSG00000153714",0.765864371512714,-1.77632013189901,2.52822581287741,0.112408867266141,0.339532121558286
"ENSG00000101443",-0.501903786057408,-2.439928723126,2.52634667483556,0.1124354261626,0.339567698259441
"ENSG00000152969",0.479533842039288,0.616346534699289,2.53212629188931,0.112453126703134,0.339576515888249
"ENSG00000158691",0.2298298759809,3.6916950682711,2.5307701192658,0.112538893826353,0.339790845941206
"ENSG00000154930",-0.189895808441293,6.64550006676414,2.53020435817396,0.112578946937315,0.339867112606816
"ENSG00000136536",-0.157388283455813,7.08366003736284,2.52962911132361,0.11261966838306,0.339878398899655
"ENSG00000104728",-0.530149327198116,2.68862462860051,2.52954652343032,0.112625304435477,0.339878398899655
"ENSG00000125864",0.396633499775656,-0.600089027562684,2.52902658243452,0.11263244677794,0.339878398899655
"ENSG00000112033",0.371585660779057,4.12739595995787,2.52929177524459,0.112643467843858,0.339878398899655
"ENSG00000226780",-0.627219500502644,-1.55601925418308,2.52617746160019,0.112674883655299,0.339878398899655
"ENSG00000176171",-0.430231630157495,3.11575794458147,2.52871978715362,0.112684316195296,0.339878398899655
"ENSG00000252620",0.318105571596772,-0.752500604076512,2.52805966463479,0.112686243772033,0.339878398899655
"ENSG00000085788",0.165740163427483,5.88889170950332,2.52614141878939,0.112867008295848,0.340378924729431
"ENSG00000106546",0.389042180473241,7.64181306928988,2.52575040413232,0.112894736201139,0.340382189774918
"ENSG00000261420",-0.304041394135414,-2.13362356490697,2.52103332305751,0.112897722907847,0.340382189774918
"ENSG00000244687",0.231503583475067,2.97666607517514,2.52499211327549,0.112948295825677,0.340409457751876
"ENSG00000155755",0.223600745744326,2.79987113748445,2.52483351844181,0.112959675205179,0.340409457751876
"ENSG00000178972",0.371367323700318,-2.41269474271969,2.51889310387698,0.112961808326599,0.340409457751876
"ENSG00000250251",0.181859034177279,4.44479405052223,2.52474888893493,0.112966035775237,0.340409457751876
"ENSG00000233325",0.273870404588584,-0.0936963397641736,2.52427159614415,0.113001825646122,0.34047264818282
"ENSG00000100445",0.14000533534035,5.30578669946692,2.52368919721192,0.113041255358518,0.34050367807021
"ENSG00000101811",-0.164224332383787,3.65064012672301,2.52336861748217,0.11306401660037,0.34050367807021
"ENSG00000237732",0.497430259152427,-0.90712089570438,2.522438711435,0.113064424521891,0.34050367807021
"ENSG00000272750",0.214675713619335,-0.135251735573931,2.52325816780248,0.11307194906012,0.34050367807021
"ENSG00000244691",0.236576217908162,-0.79335287338296,2.52236816941269,0.113086230681453,0.34050367807021
"ENSG00000229956",-0.315845351726022,-1.43153225079449,2.52049706283275,0.113117878335612,0.340554335851443
"ENSG00000196562",-0.639535709987962,6.68733270776688,2.52108571803183,0.113226550943113,0.340814282306482
"ENSG00000103994",-0.180131742988365,7.56474641005423,2.5209825139509,0.113233891218132,0.340814282306482
"ENSG00000265907",0.32900321149441,-2.5128655760405,2.51400427231218,0.113283778980302,0.340919771848762
"ENSG00000107566",-0.271189088663068,7.22438999281238,2.51952097725316,0.113338085409895,0.341038529693115
"ENSG00000215002",0.319927329452684,-2.03756603579302,2.51451644047152,0.113380733076653,0.341079368966366
"ENSG00000162076",-0.158063444337204,3.03359949240548,2.51886142235397,0.113385138412719,0.341079368966366
"ENSG00000144655",0.373935505772423,8.14330287527307,2.5186533207879,0.113399976353606,0.341079368966366
"ENSG00000262477",0.346593278948627,-0.553961704553926,2.51799346308751,0.11341621916985,0.341079368966366
"ENSG00000126246",-0.270089609432873,1.6507352603312,2.51832640475465,0.113425889218379,0.341079368966366
"ENSG00000108405",-0.217637382178302,7.26243237560779,2.51786657438769,0.113456152010156,0.341125721277493
"ENSG00000167700",-0.299375015141341,3.05606339524475,2.51735821972263,0.113492478582344,0.341190290885996
"ENSG00000215527",0.517647943232833,-2.62315725181384,2.51038951811071,0.113513557259843,0.34120901013838
"ENSG00000106348",-0.230856500677839,6.58790594585337,2.51663080071594,0.113544448212525,0.341256946378755
"ENSG00000204366",-0.363842627731471,2.91767582813125,2.51642721154575,0.113559212808635,0.341256946378755
"ENSG00000185033",-0.331065828388443,4.60583194446938,2.51600032585609,0.113589656102804,0.341303787510569
"ENSG00000141068",0.236755514603008,5.92808429403936,2.51533200245488,0.113637328353258,0.341370568910118
"ENSG00000261794",-0.268642725068103,2.22237301049607,2.51500749655358,0.113661109988248,0.341370568910118
"ENSG00000272476",-0.331354100851351,-0.0426861785825727,2.51500108505527,0.113663654759444,0.341370568910118
"ENSG00000196368",0.684636541511546,0.130532988679883,2.51482969838717,0.113671317670515,0.341370568910118
"ENSG00000197681",-0.308205116234223,-2.09127241151974,2.50959229581941,0.113724750160873,0.341457734278997
"ENSG00000211695",-0.60640147512757,1.90587664779877,2.5139110102888,0.113740367575978,0.341457734278997
"ENSG00000253989",-0.773724131018008,-2.18307133706765,2.50896853182331,0.113744930810358,0.341457734278997
"ENSG00000107984",-0.763099231844245,-1.98549929273312,2.50870208284316,0.113783259361545,0.341494950760758
"ENSG00000236081",0.540491067057614,-1.48669338655301,2.51084611256791,0.113787057024184,0.341494950760758
"ENSG00000134897",0.359390033809237,3.71896764794646,2.51236694201558,0.113849441238048,0.341595321216656
"ENSG00000135297",-0.150914393996966,4.91670841661003,2.51228963056636,0.113855237493983,0.341595321216656
"ENSG00000136643",-0.159617247231535,5.41946625711044,2.51215134612827,0.113865107072219,0.341595321216656
"ENSG00000197142",-0.172813880595124,5.9805310781532,2.51089744118979,0.113955034568061,0.341820467967965
"ENSG00000243646",-0.246576671000376,5.27458151990921,2.51004412741628,0.11401629316244,0.341897541867152
"ENSG00000004939",0.870023459537832,6.28139527038706,2.50992683546449,0.114024695384242,0.341897541867152
"ENSG00000267277",-0.263896081569415,-0.452848649969269,2.50926001853046,0.114056525732146,0.341897541867152
"ENSG00000234737",0.462092064618029,-2.72284531992591,2.50260080580277,0.114056954756785,0.341897541867152
"ENSG00000162407",0.587900668055692,2.33515334165312,2.50875012215418,0.11410911697657,0.341897541867152
"ENSG00000093183",0.141385682686778,5.66540072933452,2.5086178072521,0.114118735700515,0.341897541867152
"ENSG00000125821",0.247857702543693,4.55713419723045,2.508435075888,0.114131907415873,0.341897541867152
"ENSG00000101343",0.12863899226632,5.15182066300101,2.50834754366483,0.114138167321335,0.341897541867152
"ENSG00000007923",-0.156093169172956,5.48426520002448,2.50827790402309,0.114143172615277,0.341897541867152
"ENSG00000146648",-0.762368455222641,-1.15623832031514,2.50583585443927,0.114150779775234,0.341897541867152
"ENSG00000211593",0.462366744820479,-1.32151221969714,2.50616110847733,0.114152353883348,0.341897541867152
"ENSG00000242360",-0.503523377278116,-2.74966777639647,2.50121787343311,0.114159312425477,0.341897541867152
"ENSG00000179523",-0.203938219181156,3.18296071726782,2.50711460708845,0.114226821120478,0.342055134048731
"ENSG00000222041",0.277717384175221,3.71595156421091,2.50662776681719,0.114261658383801,0.342098970747794
"ENSG00000116237",-0.268146420712148,5.56992943095905,2.5063533427363,0.114281613308217,0.342098970747794
"ENSG00000261270",-0.332532957788247,-0.0584196754124974,2.50607885369537,0.114302495933913,0.342098970747794
"ENSG00000211659",0.557960292815513,1.16341436420294,2.50595900667622,0.114315408225417,0.342098970747794
"ENSG00000198373",-0.146020036023446,6.45392721853184,2.50587664113225,0.114315913573205,0.342098970747794
"ENSG00000197779",-0.178449554073925,4.04301318799515,2.50419520705186,0.114437139768453,0.342363677663176
"ENSG00000118655",-0.19766386098774,4.07298717490942,2.50418534678631,0.11443788397484,0.342363677663176
"ENSG00000198836",0.137862743752251,6.68958942801456,2.50358775039249,0.114480852584828,0.342363677663176
"ENSG00000149196",-0.186392489113873,3.79626275203296,2.50331878593072,0.114500311088017,0.342363677663176
"ENSG00000138594",-0.175183612176721,6.80427503420782,2.5030541587046,0.114519337295538,0.342363677663176
"ENSG00000163565",-0.245684204827334,7.28077700799054,2.50289793853349,0.114530598958188,0.342363677663176
"ENSG00000185291",0.343300335082913,5.50224405977438,2.50272800530631,0.114542893244672,0.342363677663176
"ENSG00000163322",-0.194693716923122,4.82367847999908,2.50236626165343,0.114569089904498,0.342363677663176
"ENSG00000156113",-0.722555436465665,0.363233881501071,2.50170768744367,0.114624023995853,0.342363677663176
"ENSG00000162367",0.608437967157733,4.84707361088548,2.50157085198128,0.114626356198229,0.342363677663176
"ENSG00000201801",-0.575466059277062,-1.10599987077091,2.50023377565929,0.114627060621026,0.342363677663176
"ENSG00000164520",-0.580642924657231,-1.19038261136857,2.49925318482914,0.114634344348364,0.342363677663176
"ENSG00000137261",-0.59958050595416,-1.11226156635246,2.50001557661232,0.114637589242828,0.342363677663176
"ENSG00000224886",-0.258376364100192,0.00970942976068934,2.50127091170981,0.114652373478145,0.342363677663176
"ENSG00000054118",-0.155871524685042,7.55411322855106,2.5011111481667,0.114659600406405,0.342363677663176
"ENSG00000213216",0.30579442118085,-0.675447739210164,2.50041849456064,0.114671426437118,0.342363677663176
"ENSG00000134769",-0.775514071221815,1.87187827234803,2.50089706081539,0.114676959648931,0.342363677663176
"ENSG00000081177",-0.274063959364872,3.62368887524304,2.50078808742081,0.11468298871261,0.342363677663176
"ENSG00000172986",0.696303599895122,1.53757079686897,2.50077666059243,0.114687510372412,0.342363677663176
"ENSG00000077235",-0.122428637824953,6.36791532919509,2.50004087342191,0.114736979986544,0.342442352720305
"ENSG00000243566",0.351330559549586,-1.49728584814698,2.49739654034216,0.114749861400484,0.342442352720305
"ENSG00000112081",0.115678626581638,8.31087510600947,2.49943017581874,0.114781103935723,0.342442352720305
"ENSG00000196295",-0.192842384990829,5.84678950972347,2.49932471888988,0.114788783161379,0.342442352720305
"ENSG00000236044",-0.526513166413229,-2.40953847322735,2.49330006611115,0.11480327038276,0.342442352720305
"ENSG00000173320",0.663621731610837,2.42779547364195,2.49912327559399,0.114803299410281,0.342442352720305
"ENSG00000247151",-0.292042719012102,-0.0927155579821102,2.49808010958435,0.114880495930334,0.342627203019761
"ENSG00000143416",0.758012543999254,3.28321068522083,2.49766822999762,0.114908032558596,0.342627203019761
"ENSG00000205611",-0.590562823855769,-1.06745848892964,2.49644173829819,0.114910011285247,0.342627203019761
"ENSG00000204745",0.170097561093379,2.39557210063784,2.49701533563792,0.114956067947972,0.342720049965834
"ENSG00000130810",0.231100922460781,1.97046161139459,2.49616441186835,0.115018778820104,0.342828680211417
"ENSG00000272347",0.69954033589634,-1.86557115997738,2.49203941566416,0.115022349920327,0.342828680211417
"ENSG00000181085",-0.674319885038115,-0.00559397264411945,2.49527477618154,0.115082519611026,0.342963523873877
"ENSG00000171772",-0.890169863907087,-0.799350147497183,2.49384951035597,0.115103944353327,0.342982881656722
"ENSG00000272843",0.298288248159011,-0.616057691112191,2.49388783204493,0.115153391461905,0.343075397195192
"ENSG00000227484",-0.343215390998463,-1.93402500339951,2.49032681403712,0.115164858673689,0.343075397195192
"ENSG00000247774",0.409205555713393,3.31540111770715,2.49326219380286,0.11522776620652,0.34316673346057
"ENSG00000207741",0.290550390440832,0.574333872269996,2.49313705097223,0.11524743068223,0.34316673346057
"ENSG00000158104",-0.701561892205806,0.514553093828606,2.49277650675571,0.115263511202843,0.34316673346057
"ENSG00000206530",-0.268268616893425,4.19897672125498,2.49266899127233,0.115271481940785,0.34316673346057
"ENSG00000141698",0.27614762795135,3.46405490956506,2.49258214107342,0.115277452349862,0.34316673346057
"ENSG00000171467",-0.217486479272907,6.29830790800108,2.49247902168311,0.115285141849424,0.34316673346057
"ENSG00000156411",0.131643319032389,5.87428563770386,2.49207206467982,0.115314734882345,0.343168976652831
"ENSG00000168056",0.340837797505259,6.15868281333053,2.49205773771243,0.115315769990418,0.343168976652831
"ENSG00000072062",-0.248350720682419,6.72238397763457,2.49149941818235,0.11535635255225,0.343243055569362
"ENSG00000143543",0.133814426320249,6.1449829897047,2.49130454323864,0.115370543880326,0.343243055569362
"ENSG00000197471",-0.279641082602879,9.29734533813482,2.49087874943187,0.115401472482661,0.343257058241784
"ENSG00000179954",0.519142658851837,1.38160142838563,2.49088420831812,0.115405132665602,0.343257058241784
"ENSG00000134153",0.122202199256673,5.12207335214037,2.49031067539618,0.115442888330876,0.34326314387648
"ENSG00000196366",-0.370004910330203,-2.22766786148279,2.48514797595021,0.115459588549293,0.34326314387648
"ENSG00000137513",-0.234314633823934,3.64451384890563,2.49007346297124,0.115460115513695,0.34326314387648
"ENSG00000254827",-0.453710092400503,-1.27431800704636,2.48808238031488,0.115471095383921,0.34326314387648
"ENSG00000004776",-0.640634854735866,-0.264501171121161,2.48951473578853,0.115492109741098,0.34326314387648
"ENSG00000248874",0.76294583303595,-1.92606573784774,2.48559893606635,0.115496826941986,0.34326314387648
"ENSG00000111371",0.361605660853538,7.79367685384272,2.48915731058313,0.115526818898165,0.343307869275184
"ENSG00000261609",0.144508431900491,4.05936314758234,2.48870729333013,0.11555966658297,0.343357187115733
"ENSG00000246084",0.4201339710478,-1.59908959529976,2.48592638601374,0.115573305822493,0.343357187115733
"ENSG00000182095",-0.145399385316977,8.45714171456609,2.48798673938321,0.115612120646346,0.343428091508813
"ENSG00000204314",0.318399874785473,0.72931275826128,2.4873466714961,0.115668276684759,0.343545832173562
"ENSG00000267306",0.383048067771095,-2.34729171452224,2.48127374411272,0.11569416411063,0.343545832173562
"ENSG00000229894",0.291217773523639,0.50175018048861,2.48696634088114,0.11569661806942,0.343545832173562
"ENSG00000130332",0.152820129655627,5.06577058139784,2.48639325605847,0.115728425426045,0.343553116234622
"ENSG00000211821",-0.618138574456663,-1.56663405831837,2.48374646872325,0.11572897913031,0.343553116234622
"ENSG00000224796",0.455566953219944,1.03748664423117,2.48598899201203,0.115765326171786,0.343593033118026
"ENSG00000198842",-0.768611040739537,2.06890384448142,2.48582796602238,0.115772336962072,0.343593033118026
"ENSG00000268475",-0.307872210870332,-2.47299964573645,2.47894525166249,0.115837692145347,0.343742590977423
"ENSG00000147679",0.127911116371459,4.39056267860447,2.48467919221871,0.115853707475209,0.343745715554108
"ENSG00000205085",0.316771423245262,0.0184180802059388,2.48435264694686,0.115881379167984,0.343783420067829
"ENSG00000249751",0.505917988730644,-1.59187850635585,2.47993420998438,0.11599729616012,0.344077491135979
"ENSG00000234043",0.411209258133958,-2.09542179891741,2.47811211620547,0.116010457314325,0.344077491135979
"ENSG00000172731",-0.328693599936247,2.78081184246584,2.48162504655159,0.116076945598474,0.344230250184503
"ENSG00000259661",0.318689356432055,-2.23760337655298,2.47609705742189,0.116104224419776,0.344256912319464
"ENSG00000226309",0.288697531845534,-1.5508434088001,2.47833653545526,0.116135890641347,0.344256912319464
"ENSG00000008405",0.283829915435667,4.24413996173539,2.48052546797991,0.116157596176384,0.344256912319464
"ENSG00000237493",0.329604970307718,4.10845098295071,2.48039637119107,0.11616705911574,0.344256912319464
"ENSG00000253816",-0.233259688314303,1.28626581536352,2.48039092958807,0.11617203111096,0.344256912319464
"ENSG00000032219",0.169987700347152,6.32466793973987,2.48027637307207,0.116175844050353,0.344256912319464
"ENSG00000204560",-0.12739848893856,5.40931848482856,2.47793718471333,0.116347469999417,0.344721018283029
"ENSG00000250565",-0.166760139739775,2.63829072529531,2.47680949921664,0.116430437811209,0.344922356966437
"ENSG00000261390",-0.504032924555777,-2.46997439757063,2.47072851905377,0.116447281035872,0.344927776497954
"ENSG00000132881",-0.209983526565468,1.4576772227405,2.47585502856781,0.116503974375749,0.345051219196655
"ENSG00000125827",0.187725237979969,7.34210307283407,2.47518144907332,0.116549965211321,0.345142936422388
"ENSG00000228914",-0.739373224182813,-2.72476026775011,2.46826188830455,0.116572906923481,0.345153478581444
"ENSG00000154813",-0.192966200392992,4.34840780417145,2.47472741463464,0.116583572464177,0.345153478581444
"ENSG00000042980",0.356027193188774,5.88902653372111,2.47410326836829,0.116629348479517,0.345207738826933
"ENSG00000258297",0.205720769538706,3.63455757356037,2.47406579213565,0.116631952153506,0.345207738826933
"ENSG00000110060",-0.171283349573045,2.63549738976884,2.47378467482939,0.116652951248624,0.345209949962999
